214,104
19,88
511,258
511,259
511,260
512,258
512,259
512,260
513,258
513,259
513,260
514,258
514,259
514,260
515,258
515,259
515,260
516,258
516,259
516,260
769,514
514,255
515,255
516,255
514,256
515,256
516,256
514,257
515,257
516,257
511,258
512,258
513,258
511,259
512,259
513,259
511,260
512,260
513,260
768,515
770,514
769,515
770,513
771,513
768,514
769,513
525,0
712,186
711,188
712,187
517,118
372,218
